MANCHE;2017; 285954 ; 307125178 
MARNE;2017; 317213 ; 579469285 
HAUTE-MARNE;2017; 103199 ; 93402571 
MAYENNE;2017; 166533 ; 162995278 
MEURTHE-ET-MOSELLE;2017; 401446 ; 553928693 
MEUSE;2017; 105287 ; 102266701 
MORBIHAN;2017; 439547 ; 556837292 
MOSELLE;2017; 578655 ; 720053910 
NIEVRE;2017; 126341 ; 121740742 
NORD;2017; 1417512 ; 1968718385 
OISE;2017; 449719 ; 739149529 
ORNE;2017; 162219 ; 147788827 
PAS-DE-CALAIS;2017; 816387 ; 812431092 
PUY-DE-DOME;2017; 375256 ; 551212683 
PYRENEES-ATLANTIQUES;2017; 405526 ; 625815715 
HAUTES-PYRENEES;2017; 142199 ; 139087537 
PYRENEES-ORIENTALES;2017; 288131 ; 333025018 
BAS-RHIN;2017; 625351 ; 1159896602 
HAUT-RHIN;2017; 421928 ; 942790570 
RHONE;2017; 1021962 ; 2380552207 
HAUTE-SAONE;2017; 134603 ; 130165027 
SAONE-ET-LOIRE;2017; 318537 ; 377899215 
SARTHE;2017; 314406 ; 346599134 
SAVOIE;2017; 252765 ; 435347359 
HAUTE-SAVOIE;2017; 458320 ; 912781317 
PARIS;2017; 1424232 ; 9952672248 
SEINE-MARITIME;2017; 702305 ; 1001720519 
